trade_dt,s_info_windcode,trade_dt,s_dq_close
20070522,CI005919.WI,20070522,3822.4092
20070523,CI005919.WI,20070523,3919.3703
20070524,CI005919.WI,20070524,3909.4696
20070525,CI005919.WI,20070525,3988.5398
20070528,CI005919.WI,20070528,4070.7998
20070529,CI005919.WI,20070529,4171.5356
20070530,CI005919.WI,20070530,3880.5249
20070531,CI005919.WI,20070531,3808.6452
20070601,CI005919.WI,20070601,3646.9717
20070604,CI005919.WI,20070604,3367.3798
20070605,CI005919.WI,20070605,3413.0473
20070606,CI005919.WI,20070606,3454.1907
20070607,CI005919.WI,20070607,3609.5921
20070608,CI005919.WI,20070608,3669.1411
20070611,CI005919.WI,20070611,3790.8257
20070612,CI005919.WI,20070612,3888.1844
20070613,CI005919.WI,20070613,3978.4919
20070614,CI005919.WI,20070614,3961.277
20070615,CI005919.WI,20070615,3963.9311
20070618,CI005919.WI,20070618,4067.489
20070619,CI005919.WI,20070619,4135.2607
20070620,CI005919.WI,20070620,4050.9804
20070621,CI005919.WI,20070621,4056.7689
20070622,CI005919.WI,20070622,3860.5859
20070625,CI005919.WI,20070625,3634.2464
20070626,CI005919.WI,20070626,3682.8093
20070627,CI005919.WI,20070627,3778.1929
20070628,CI005919.WI,20070628,3562.5475
20070629,CI005919.WI,20070629,3451.8841
20070702,CI005919.WI,20070702,3456.0482
20070703,CI005919.WI,20070703,3511.8837
20070704,CI005919.WI,20070704,3452.4501
20070705,CI005919.WI,20070705,3245.0748
20070706,CI005919.WI,20070706,3416.1862
20070709,CI005919.WI,20070709,3521.6969
20070710,CI005919.WI,20070710,3445.8948
20070711,CI005919.WI,20070711,3448.782
20070712,CI005919.WI,20070712,3454.8796
20070713,CI005919.WI,20070713,3445.1785
20070716,CI005919.WI,20070716,3319.2627
20070717,CI005919.WI,20070717,3378.7203
20070718,CI005919.WI,20070718,3395.4682
20070719,CI005919.WI,20070719,3420.1004
20070720,CI005919.WI,20070720,3552.2672
20070723,CI005919.WI,20070723,3721.5283
20070724,CI005919.WI,20070724,3716.6128
20070725,CI005919.WI,20070725,3774.0991
20070726,CI005919.WI,20070726,3855.7109
20070727,CI005919.WI,20070727,3888.2458
20070730,CI005919.WI,20070730,3956.09
20070731,CI005919.WI,20070731,4013.7754
20070801,CI005919.WI,20070801,3835.3276
20070802,CI005919.WI,20070802,3957.3977
20070803,CI005919.WI,20070803,4044.0967
20070806,CI005919.WI,20070806,4128.3031
20070807,CI005919.WI,20070807,4131.3788
20070808,CI005919.WI,20070808,4088.7865
20070809,CI005919.WI,20070809,4118.6489
20070810,CI005919.WI,20070810,4012.9635
20070813,CI005919.WI,20070813,3979.8188
20070814,CI005919.WI,20070814,4078.6919
20070815,CI005919.WI,20070815,4068.5095
20070816,CI005919.WI,20070816,4074.0584
20070817,CI005919.WI,20070817,4026.8279
20070820,CI005919.WI,20070820,4187.2534
20070821,CI005919.WI,20070821,4237.7697
20070822,CI005919.WI,20070822,4304.7235
20070823,CI005919.WI,20070823,4356.766
20070824,CI005919.WI,20070824,4356.3944
20070827,CI005919.WI,20070827,4331.3959
20070828,CI005919.WI,20070828,4315.4816
20070829,CI005919.WI,20070829,4262.3086
20070830,CI005919.WI,20070830,4370.016
20070831,CI005919.WI,20070831,4410.6742
