date,pre_close,close,pct_chg,mkt_cap_ard,ptmyear,ytm_b,duration,convexity
2003-12-31,,1000.0,0.0,,,,,
2004-01-02,1000.0,1000.2152,0.021519999999998162,,,,,
2004-01-05,1000.2152,1000.4304,0.02151536989239732,,,,,
2004-01-06,1000.4304,1000.4847,0.0054276639334442465,,,,,
2004-01-07,1000.4847,1000.5375,0.005277442023855785,,,,,
2004-01-08,1000.5375,1000.5943,0.005676948640101234,,,,,
2004-01-09,1000.5943,1000.6496,0.005526715472993236,,,,,
2004-01-12,1000.6496,1000.7972,0.01475041812838493,,,,,
2004-01-13,1000.7972,1000.8402,0.00429657477059352,,,,,
2004-01-14,1000.8402,1000.9001,0.005984971427004085,,,,,
2004-01-15,1000.9001,1000.9579,0.005774802100633513,,,,,
2004-01-16,1000.9579,1001.0102,0.005224994977317158,,,,,
2004-01-29,1001.0102,1001.8094,0.07983934629236825,,,,,
2004-01-30,1001.8094,1001.8611,0.005160662297636909,,,,,
2004-02-02,1001.8611,1002.0248,0.01633959038833453,,,,,
2004-02-03,1002.0248,1002.0783,0.005339189209686771,,,,,
2004-02-04,1002.0783,1002.1341,0.005568427137877004,,,,,
2004-02-05,1002.1341,1002.1859,0.005168968903458872,,,,,
2004-02-06,1002.1859,1002.2387,0.00526848362165617,,,,,
2004-02-09,1002.2387,1002.3994,0.016034104450368944,,,,,
2004-02-10,1002.3994,1002.4524,0.005287313619700617,,,,,
2004-02-11,1002.4524,1002.5053,0.005277058541634732,,,,,
2004-02-12,1002.5053,1002.5586,0.005316680121284343,,,,,
2004-02-13,1002.5586,1002.6108,0.005206678193183361,,,,,
2004-02-16,1002.6108,1002.8074,0.019608805331040664,,,,,
2004-02-17,1002.8074,1002.8575,0.004995974301738242,,,,,
2004-02-18,1002.8575,1002.9085,0.005085468274410329,,,,,
2004-02-19,1002.9085,1002.9597,0.005105151666377776,,,,,
2004-02-20,1002.9597,1003.0112,0.00513480252497012,,,,,
2004-02-23,1003.0112,1003.1642,0.015254066953591347,,,,,
2004-02-24,1003.1642,1003.2152,0.005083913480956644,,,,,
2004-02-25,1003.2152,1003.2661,0.005073687081303161,,,,,
2004-02-26,1003.2661,1003.3166,0.005033559890037419,,,,,
2004-02-27,1003.3166,1003.3673,0.005053240422814312,,,,,
2004-03-01,1003.3673,1003.4915,0.012378318488152192,,,,,
2004-03-02,1003.4915,1003.5464,0.005470898358379227,,,,,
2004-03-03,1003.5464,1003.598,0.005141765243740363,,,,,
2004-03-04,1003.598,1003.65,0.005181357475804149,,,,,
2004-03-05,1003.65,1003.7026,0.005240870821499925,,,,,
2004-03-08,1003.7026,1003.861,0.015781567169401448,,,,,
2004-03-09,1003.861,1003.9158,0.005458923097918953,,,,,
2004-03-10,1003.9158,1003.968,0.005199639252611694,,,,,
2004-03-11,1003.968,1004.0555,0.00871541722446243,,,,,
2004-03-12,1004.0555,1004.1027,0.0047009353566585975,,,,,
2004-03-15,1004.1027,1004.2452,0.014191775403046643,,,,,
2004-03-16,1004.2452,1004.2963,0.005088398729714562,,,,,
2004-03-17,1004.2963,1004.3441,0.00475955153872936,,,,,
2004-03-18,1004.3441,1004.3926,0.004829022244466811,,,,,
2004-03-19,1004.3926,1004.4409,0.004808876528962897,,,,,
2004-03-22,1004.4409,1004.61,0.016835236398672893,,,,,
2004-03-23,1004.61,1004.6591,0.004887468768970353,,,,,
2004-03-24,1004.6591,1004.7058,0.0046483429055673795,,,,,
2004-03-25,1004.7058,1004.7569,0.005086065990663084,,,,,
2004-03-26,1004.7569,1004.8113,0.0054142449780625445,,,,,
2004-03-29,1004.8113,1004.9635,0.015147122648799177,,,,,
2004-03-30,1004.9635,1005.0147,0.005094712395026721,,,,,
2004-03-31,1005.0147,1005.0662,0.005124303156962056,,,,,
2004-04-01,1005.0662,1005.1176,0.0051140909922209946,,,,,
2004-04-02,1005.1176,1005.1701,0.00522326939653719,,,,,
2004-04-05,1005.1701,1005.3239,0.0153008928538496,,,,,
2004-04-06,1005.3239,1005.3784,0.005421138401273012,,,,,
2004-04-07,1005.3784,1005.4314,0.0052716469739152215,,,,,
