date,pre_close,close,pct_chg,mkt_cap_ard,ptmyear,ytm_b,duration,convexity
2007-01-04,,100.4902,0.0,82480460000.0,10.096400260925293,3.9291000366210938,7.6427001953125,89.17749786376953
2007-01-05,100.4902,100.5086,0.0183102431878927,82495540000.0,10.093700408935547,3.924799919128418,7.642199993133545,89.1760025024414
2007-01-08,100.5086,100.4649,-0.04347886648505817,83231750000.0,9.991999626159668,3.9319000244140625,7.56220006942749,88.19100189208984
2007-01-09,100.4649,100.0645,-0.3985471542797581,82900050000.0,9.989299774169922,3.9814999103546143,7.545300006866455,87.86309814453125
2007-01-10,100.0645,100.0597,-0.004796905995621638,82896060000.0,9.986599922180176,3.977799892425537,7.545199871063232,87.87049865722656
2007-01-11,100.0597,100.1138,0.05406772157021373,82940850000.0,9.983799934387207,3.96589994430542,7.547699928283691,87.92880249023438
2007-01-12,100.1138,100.0323,-0.08140735842610235,82873370000.0,9.981100082397461,3.97189998626709,7.544600009918213,87.87770080566406
2007-01-15,100.0323,100.137,0.10466619281971323,82960090000.0,9.972900390625,3.9574999809265137,7.542399883270264,87.86229705810547
2007-01-16,100.137,100.1829,0.04583720303184952,82998110000.0,9.970100402832031,3.948699951171875,7.543399810791016,87.89350128173828
2007-01-17,100.1829,100.1544,-0.028447968665319314,82201980000.0,10.060799598693848,3.950000047683716,7.612100124359131,88.68589782714844
2007-01-18,100.1544,100.1708,0.01637471743628279,82215430000.0,10.058099746704102,3.9493000507354736,7.6097002029418945,88.64779663085938
2007-01-19,100.1708,100.2077,0.036837082263496766,82245700000.0,10.055399894714355,3.9458000659942627,7.6082000732421875,88.62740325927734
2007-01-22,100.2077,100.2477,0.03991709219949369,82186670000.0,10.047100067138672,3.9453001022338867,7.608699798583984,88.5979995727539
2007-01-23,100.2477,100.1904,-0.05715841859713282,82139630000.0,10.044400215148926,3.9567999839782715,7.601900100708008,88.47319793701172
2007-01-24,100.1904,100.2391,0.048607451412507226,82179600000.0,10.04170036315918,3.9553000926971436,7.598899841308594,88.42359924316406
2007-01-25,100.2391,100.1959,-0.04309695518016303,82144120000.0,10.038900375366211,3.966399908065796,7.591899871826172,88.29389953613281
2007-01-26,100.1959,100.2285,0.03253626146379461,82170900000.0,10.036199569702148,3.9677000045776367,7.587900161743164,88.2239990234375
2007-01-29,100.2285,100.2881,0.059464124475576516,82219830000.0,10.027999877929688,3.9688000679016113,7.578499794006348,88.06900024414062
2007-01-30,100.2881,100.1998,-0.0880463384987888,82147310000.0,10.025199890136719,3.986799955368042,7.569200038909912,87.8927993774414
2007-01-31,100.1998,100.1387,-0.060978165625077255,82097190000.0,10.022500038146973,4.0015997886657715,7.560800075531006,87.73670196533203
2007-02-01,100.1387,100.0895,-0.049131854118336885,82077350000.0,10.018899917602539,4.013700008392334,7.552999973297119,87.589599609375
2007-02-02,100.0895,100.0282,-0.061245185558927565,82025950000.0,10.016200065612793,4.027200222015381,7.545400142669678,87.44779968261719
2007-02-05,100.0282,100.1994,0.1711517352106695,82166360000.0,10.00790023803711,4.011899948120117,7.541399955749512,87.40059661865234
2007-02-06,100.1994,100.1608,-0.03852318476957188,82134690000.0,10.005200386047363,4.020299911499023,7.535799980163574,87.29920196533203
2007-02-07,100.1608,100.1234,-0.03733995734857449,82104060000.0,10.0024995803833,4.028299808502197,7.530399799346924,87.20120239257812
2007-02-08,100.1234,100.0936,-0.029763272122209902,82079560000.0,9.999699592590332,4.037799835205078,7.523900032043457,87.08319854736328
2007-02-09,100.0936,100.0461,-0.04745558157564463,82040770000.0,9.9975004196167,4.056700229644775,7.5131001472473145,86.88459777832031
2007-02-12,100.0461,99.9426,-0.10345230848578486,81955910000.0,9.989299774169922,4.089700222015381,7.491700172424316,86.49210357666016
2007-02-13,99.9426,100.0153,0.0727417537666596,82015570000.0,9.986499786376953,4.097099781036377,7.4832000732421875,86.33670043945312
2007-02-14,100.0153,100.0471,0.03179513534429637,82041580000.0,9.983799934387207,4.101900100708008,7.477399826049805,86.23259735107422
2007-02-15,100.0471,100.0602,0.013093832804743303,82052380000.0,9.981100082397461,4.114299774169922,7.468100070953369,86.0604019165039
2007-02-16,100.0602,100.5841,0.5235848019492384,82397970000.0,9.978300094604492,4.051599979400635,7.490699768066406,86.45939636230469
2007-02-26,100.6748,100.6044,-0.06992812501242263,82312530000.0,9.950900077819824,4.058700084686279,7.474599838256836,86.13800048828125
2007-02-27,100.6044,100.5031,-0.10069142105116162,82229490000.0,9.948200225830078,4.074399948120117,7.467100143432617,85.9990005493164
2007-02-28,100.5031,100.494,-0.009054447076760478,82221970000.0,9.94540023803711,4.069799900054932,7.467400074005127,86.0155029296875
2007-03-01,100.494,100.461,-0.032837781360082446,82194990000.0,9.942700386047363,4.060999870300293,7.470600128173828,86.09030151367188
2007-03-02,100.461,100.5095,0.048277440997008,82234700000.0,9.939900398254395,4.03879976272583,7.478499889373779,86.256103515625
2007-03-05,100.5095,100.5294,0.01979912346593377,82250980000.0,9.931699752807617,4.0304999351501465,7.475299835205078,86.2240982055664
2007-03-06,100.5294,100.4925,-0.036705680129383654,82220750000.0,9.928999900817871,4.021900177001953,7.478600025177002,86.29859924316406
2007-03-07,100.4925,100.5091,0.016518645670071733,82112900000.0,9.926199913024902,4.012599945068359,7.491700172424316,86.47740173339844
2007-03-08,100.5091,100.3171,-0.19102747910388937,81955790000.0,9.923500061035156,4.036600112915039,7.482500076293945,86.30419921875
2007-03-09,100.3171,100.1042,-0.21222702809390478,81781550000.0,9.92080020904541,4.0665998458862305,7.470699787139893,86.08159637451172
2007-03-12,100.1042,100.3614,0.25693227656781376,81992000000.0,9.912500381469727,4.026899814605713,7.4770002365112305,86.23639678955078
2007-03-13,100.3614,100.4131,0.05151382902191156,82034320000.0,9.909799575805664,4.013299942016602,7.480299949645996,86.31269836425781
2007-03-14,100.4131,100.415,0.0018921833904204034,82035840000.0,9.907099723815918,4.007199764251709,7.481100082397461,86.33879852294922
2007-03-15,100.415,100.4074,-0.007568590350057968,82029660000.0,9.90429973602295,4.005799770355225,7.479700088500977,86.3218994140625
