date,pre_close,close,pct_chg,mkt_cap_ard,ptmyear,ytm_b,duration,convexity
2004-12-31,,1000.0,0.0,3822084654126.0,,,,
2005-01-04,1000.0,984.398,-1.5601999999999976,3748334149333.9995,,,,
2005-01-05,984.398,997.134,1.2937856436116275,3780188312330.0,,,,
2005-01-06,997.134,987.528,-0.9633609926048049,3740561131751.0005,,,,
2005-01-07,987.528,989.611,0.21093072804011329,3753394347536.0,,,,
2005-01-10,989.611,998.967,0.9454219890441795,3779400680075.0,,,,
2005-01-11,998.967,1001.779,0.2814907799757161,3792058649961.0,,,,
2005-01-12,1001.779,1001.3,-0.04781493722667792,3791174785819.0,,,,
2005-01-13,1001.3,1002.702,0.14001797663038487,3791909555240.0,,,,
2005-01-14,1002.702,992.284,-1.0389926418816364,3756427299141.0,,,,
2005-01-17,992.284,970.812,-2.1638966263690618,3669807907411.0,,,,
2005-01-18,970.812,980.544,1.002459796541449,3698579324137.0,,,,
2005-01-19,980.544,974.092,-0.6580020886365118,3675475595349.0,,,,
2005-01-20,974.092,962.024,-1.238897352611456,3631280889789.0,,,,
2005-01-21,962.024,984.274,2.3128321122965745,3719584796682.0,,,,
2005-01-24,984.274,1001.43,1.7430105844510724,3786291408672.0,,,,
2005-01-25,1001.43,997.723,-0.37017065596197374,3783909519179.0005,,,,
2005-01-26,997.723,988.751,-0.8992475867550392,3748026104282.0,,,,
2005-01-27,988.751,973.29,-1.5636899482276139,3697290160603.0,,,,
2005-01-28,973.29,962.246,-1.1347080520708097,3657630817542.0,,,,
2005-01-31,962.246,941.299,-2.176886160087961,3587894180012.0,,,,
2005-02-01,941.299,937.55,-0.3982793990007451,3578963818816.0,,,,
2005-02-02,937.55,987.942,5.374860007466274,3772373617722.0,,,,
2005-02-03,987.942,972.193,-1.594121922137132,3726218021977.0,,,,
2005-02-04,972.193,992.605,2.0995831074694054,3806714550254.0,,,,
2005-02-16,992.605,1000.771,0.8226837463039115,3840855038926.0,,,,
2005-02-17,1000.771,1001.128,0.03567249650520295,3833022974154.0005,,,,
2005-02-18,1001.128,987.637,-1.3475799298391513,3782656451195.0,,,,
2005-02-21,987.637,1006.17,1.8764991591040046,3858504987593.0,,,,
2005-02-22,1006.17,1029.043,2.2732739000367665,3938023643178.0,,,,
2005-02-23,1029.043,1031.987,0.2860910574193875,3942755663699.0,,,,
2005-02-24,1031.987,1034.488,0.24234801407381837,3944670912725.0,,,,
2005-02-25,1034.488,1035.396,0.08777288861735484,3949935062217.0,,,,
2005-02-28,1035.396,1030.365,-0.4859010465560954,3935256867524.0,,,,
2005-03-01,1030.365,1028.346,-0.19594997889097604,3926720288343.0,,,,
2005-03-02,1028.346,1013.528,-1.4409546981268935,3875968478011.9995,,,,
2005-03-03,1013.528,1019.344,0.5738371312879399,3895293178847.0,,,,
2005-03-04,1019.344,1013.949,-0.5292619567094224,3876802217005.0,,,,
2005-03-07,1013.949,1019.025,0.5006168949325875,3897150207614.0,,,,
2005-03-08,1019.025,1038.901,1.9504918917592886,3973773833883.0,,,,
2005-03-09,1038.901,1038.784,-0.011261900797088635,3972723643666.0,,,,
